date,price,bedrooms,bathrooms,square_feet,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
07-05-2022,630000,5,2.5,2680,2,0,0,3,1995,0,25339 SE 248th St,Ravensdale,WA 98051,USA
07-05-2022,599999,9,4.5,3830,2.5,0,0,3,1938,2003,8809 Densmore Ave N,Seattle,WA 98103,USA
07-05-2022,758000,8,2.75,2410,1,0,0,4,1956,0,10627 NE 45th St,Kirkland,WA 98033,USA
07-05-2022,248500,8,1.75,1720,1,0,0,5,1960,0,16635 SE 268th St,Covington,WA 98042,USA
07-05-2022,310000,5,1.75,2070,1,0,0,4,1973,0,19654 116th Ave SE,Kent,WA 98031,USA
07-05-2022,460000,5,2,1760,2,0,0,4,1985,0,5003 159th Ct NE,Redmond,WA 98052,USA
07-05-2022,675000,5,1.75,1680,1,0,0,4,1959,0,4 128th Ave SE,Bellevue,WA 98005,USA
07-05-2022,526000,2,2,1550,1.5,0,0,4,1900,1971,3845 Whitman Ave N,Seattle,WA 98103,USA
07-05-2022,560000,5,3,4120,2,0,2,3,1994,0,32223 NE 88th St,Carnation,WA 98014,USA
07-05-2022,415000,8,3,1830,2,0,0,3,1991,0,15204 88th Ave NE,Bothell,WA 98028,USA
07-05-2022,246000,5,1,1400,1,0,0,3,1944,0,624 SW 137th St,Burien,WA 98166,USA
07-05-2022,314500,5,1.75,1870,1,0,0,4,1957,2001,29645 10th Pl S,Federal Way,WA 98003,USA
07-05-2022,3200000,7,4.5,6210,2.5,0,2,5,1910,0,1230 Warren Ave N,Seattle,WA 98109,USA
07-05-2022,420000,2,1.5,1040,1.5,0,0,4,1904,0,1713 22nd Ave S,Seattle,WA 98144,USA
07-05-2022,535000,5,1.75,2720,1.5,0,0,3,1988,2000,33331 NE Lake Joy Rd,Carnation,WA 98014,USA
07-05-2022,350000,5,1,1010,1,0,0,3,1981,2013,9703 130th Ave NE,Kirkland,WA 98033,USA
07-05-2022,515000,5,1.75,1580,1,0,1,4,1967,0,234 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA
07-05-2022,749950,8,2.75,2600,2,0,0,5,1949,0,4140 53rd Ave SW,Seattle,WA 98116,USA
07-05-2022,230000,5,2.5,1920,2,0,0,3,1988,2000,206 Oakesdale Ave SW,Renton,WA 98057,USA
07-05-2022,568000,5,2,2350,1.5,0,0,3,1929,0,5531 Seward Park Ave S,Seattle,WA 98118,USA
07-05-2022,250000,1,1,1100,1,0,0,2,1947,0,232 SW 154th St,Burien,WA 98166,USA
07-05-2022,581000,8,2,2510,1,0,0,4,1961,2001,11105 126th Ave NE,Kirkland,WA 98033,USA
07-05-2022,651000,5,2.5,3240,2,0,0,4,1991,0,18611 SE 307th Ln,Kent,WA 98042,USA
07-05-2022,600000,5,2.5,2460,1,0,0,4,1977,0,25525 SE 133rd St,Issaquah,WA 98027,USA
07-05-2022,500000,2,1,1010,1.5,0,0,4,1906,1990,331 22nd Ave E,Seattle,WA 98112,USA
07-05-2022,475000,2,1,820,1,0,0,3,1921,2000,4602 Woodlawn Ave N,Seattle,WA 98103,USA
07-05-2022,352000,5,2.5,2420,1,0,2,3,1978,0,3723 S Chicago St,Seattle,WA 98118,USA
07-05-2022,420000,5,2.25,1770,2,0,0,3,1977,2004,12921 79th Pl NE,Kirkland,WA 98034,USA
07-05-2022,428000,2,2,1350,1,0,0,3,2003,0,232nd Way,Redmond,WA 98053,USA
07-05-2022,599000,5,1.75,1960,1,0,0,4,1920,0,6253-6299 15th Ave NE,Seattle,WA 98115,USA
07-05-2022,492000,8,2.5,3305,1.5,0,0,5,1922,1956,1718 N 175th St,Shoreline,WA 98133,USA
07-05-2022,630000,2,2.25,2550,1,0,0,3,2011,0,1225 N 41st Pl,Renton,WA 98056,USA
07-05-2022,900000,5,3.75,4130,2,0,0,3,1985,0,12809-12907 206th Ave NE,Woodinville,WA 98077,USA
07-05-2022,1110000,8,1.5,2310,1,0,0,3,1950,2005,9724 NE 14th St,Clyde Hill,WA 98004,USA
07-05-2022,575000,8,2,1650,1,0,0,3,1955,2005,6708 14th Ave NW,Seattle,WA 98117,USA
07-05-2022,705000,8,2.5,2650,1.5,0,0,3,1905,2013,1902 45th Ave SW,Seattle,WA 98116,USA
07-05-2022,940000,8,2.25,1890,1,0,1,3,1963,2008,1234 22nd Ave E,Seattle,WA 98112,USA
07-05-2022,313000,5,1.75,2190,1,0,0,4,1967,0,32631 39th Ave SW,Federal Way,WA 98023,USA
07-05-2022,618080,5,2.5,2030,2,0,0,3,1988,2000,4421-4564 186th Ave SE,Issaquah,WA 98027,USA
07-05-2022,640000,5,3,2270,2,0,0,3,2002,0,1200 N 27th Pl,Renton,WA 98056,USA
07-05-2022,485000,5,2,1610,1,0,0,4,1917,0,4313 SW Willow St,Seattle,WA 98136,USA
07-05-2022,300000,2,1,760,1,0,0,3,1913,1983,1761 17th Ave S,Seattle,WA 98144,USA
07-05-2022,379500,2,1,1640,1,0,0,3,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,USA
07-05-2022,339950,5,2.25,1630,2,0,0,4,1985,0,19501 135th Ave SE,Renton,WA 98058,USA
07-05-2022,1500000,6,2.5,3560,2.5,0,0,4,1914,1945,903 22nd Ave E,Seattle,WA 98112,USA
07-05-2022,1340000,5,3,2960,2,0,2,3,1937,1990,3529 W Howe St,Seattle,WA 98199,USA
07-05-2022,500000,5,2.5,1940,1,0,0,4,1987,0,20821 SE 135th St,Issaquah,WA 98027,USA
07-05-2022,239900,5,2,1410,1,0,0,3,1985,0,11907 SE 261st Pl,Kent,WA 98030,USA
07-05-2022,314950,5,1,1040,1,0,0,4,1968,0,18227 SE 135th St,Renton,WA 98059,USA
07-05-2022,361280,2,1,820,1,0,0,4,1944,0,5902 37th Ave SW,Seattle,WA 98126,USA
07-05-2022,100000,2,1,910,1,0,0,3,1956,2001,138 Seattle Blvd S,Algona,WA 98001,USA
07-05-2022,540000,7,5.75,3700,2,0,1,3,1948,1984,15007-15299 37th Ave NE,Lake Forest Park,WA 98155,USA
07-05-2022,480500,8,2.5,2180,1,0,0,4,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,USA
07-05-2022,280000,5,2.5,1600,2,0,0,3,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA
07-05-2022,440000,5,1.75,1500,1,0,0,4,1947,1988,3827 39th Ave S,Seattle,WA 98118,USA
07-05-2022,530000,5,1,1340,1,0,0,3,1910,2006,4703-4707 4th Ave NE,Seattle,WA 98105,USA
07-05-2022,560000,5,2,1860,1,0,0,3,1985,0,1010 NW Inneswood Dr,Issaquah,WA 98027,USA
07-05-2022,775000,5,2,2540,1.5,0,3,4,1905,0,517 32nd Ave S,Seattle,WA 98144,USA
07-05-2022,160000,2,1,1040,1,0,0,5,1912,0,733 1st Ave N,Kent,WA 98032,USA
07-05-2022,209950,5,1.5,1380,1,0,0,3,1960,2012,32016 8th Ave S,Federal Way,WA 98003,USA
07-05-2022,226500,5,1.75,1640,1,0,0,3,1988,2000,27000-27080 201st Ave SE,Covington,WA 98042,USA
07-05-2022,380000,5,1.75,3000,1,0,0,5,1958,0,8514 S 124th St,Seattle,WA 98178,USA
07-05-2022,409500,8,2.75,2140,1,0,0,3,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,USA
07-05-2022,690000,5,2,1760,1,0,0,4,1942,1982,2145 Condon Way W,Seattle,WA 98199,USA
07-05-2022,405000,5,2.25,1660,1,0,0,4,1961,2001,605 N 178th St,Shoreline,WA 98133,USA
07-05-2022,375000,5,2.5,1830,2,0,0,3,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
07-05-2022,794154,8,2,2210,1,0,1,4,1954,1979,3235 30th Ave W,Seattle,WA 98199,USA
07-05-2022,185000,8,1,1490,1,0,0,3,1969,2010,13248 Occidental Ave S,Burien,WA 98168,USA
07-05-2022,245000,5,1.5,1260,2,0,0,3,2005,0,11304 Corliss Ave N,Seattle,WA 98133,USA
07-05-2022,1532500,5,4.5,4270,2,0,0,3,2007,0,11017 101st Pl NE,Kirkland,WA 98033,USA
07-05-2022,1040000,8,3.5,3900,2,0,0,3,2006,0,10908 101st Pl NE,Kirkland,WA 98033,USA
07-05-2022,425000,2,2.5,1150,3,0,0,3,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,USA
07-05-2022,495000,8,2.75,2656,2,0,0,3,2014,0,31898 50th Pl S,Auburn,WA 98001,USA
07-05-2022,365000,5,2.75,2410,1,0,0,3,2008,0,7956 46th Ave S,Seattle,WA 98118,USA
07-05-2022,417250,5,2.25,1606,3,0,0,3,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA
07-05-2022,339950,2,1,820,3,0,0,3,2006,0,513 N 46th St,Seattle,WA 98103,USA
08-05-2022,615000,2,1,1540,1,0,0,4,1946,1989,2814 13th Ave W,Seattle,WA 98119,USA
08-05-2022,403000,5,2.75,2090,2,0,0,3,2012,1912,27930 NE 147th Pl,Duvall,WA 98019,USA
08-05-2022,980000,5,2.5,3160,1,0,0,4,1971,0,7401 92nd Pl SE,Mercer Island,WA 98040,USA
08-05-2022,258000,8,1.75,1730,1,0,0,3,1977,2004,30633 21st Ave SW,Federal Way,WA 98023,USA
08-05-2022,533000,5,1,1670,1,0,0,3,1967,2011,544 NE 84th St,Seattle,WA 98115,USA
08-05-2022,537500,8,2.5,2550,2,0,0,3,2005,0,1825 251st Pl SE,Sammamish,WA 98075,USA
08-05-2022,830000,5,3,3040,1,0,0,5,1968,0,5200-5298 90th Ave SE,Mercer Island,WA 98040,USA
08-05-2022,712000,5,1,1250,1.5,0,0,4,1900,1971,3612 Interlake Ave N,Seattle,WA 98103,USA
08-05-2022,262000,8,2.5,2020,2,0,0,3,2002,0,434 Pullman Ave,Algona,WA 98001,USA
08-05-2022,753888,8,2.5,2660,2,0,2,3,2003,0,1669 28th Ave NE,Issaquah,WA 98029,USA
08-05-2022,134000,2,1.5,980,2,0,0,3,1922,2003,235 Thelma St,Skykomish,WA 98288,USA
08-05-2022,402000,5,2.5,1960,1,0,0,4,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,USA
08-05-2022,205000,2,1,720,1,0,0,3,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,USA
08-05-2022,553650,2,2.5,1360,2,0,0,3,1997,0,624 Lake Washington Blvd E,Seattle,WA 98112,USA
08-05-2022,559950,2,2,1870,1,0,0,3,2006,0,23733 NE Salal Pl,Redmond,WA 98053,USA
08-05-2022,260000,8,1.5,2130,1,0,0,3,1962,2003,24345 35th Pl S,Kent,WA 98032,USA
08-05-2022,270000,8,2.5,1810,2,0,0,3,1994,0,14816 SE 278th St,Kent,WA 98042,USA
08-05-2022,295000,2,1.75,2200,1,0,0,3,1973,2013,27469-27501 SE 154th Pl,Issaquah,WA 98027,USA
08-05-2022,719000,5,2.5,1690,1.5,0,1,4,1928,0,4022 SW Walker St,Seattle,WA 98116,USA
08-05-2022,266000,5,2.5,1940,1,0,0,3,1989,0,28123 123rd Pl SE,Kent,WA 98030,USA
08-05-2022,325900,8,2.5,2320,2,0,0,3,2004,2003,15020 SE 281st St,Kent,WA 98042,USA
08-05-2022,647500,8,1.75,2060,1,0,0,4,1947,1988,17622 12th Ave SW,Normandy Park,WA 98166,USA
08-05-2022,1039000,8,1,3410,2,0,0,5,1910,0,2509 33rd Ave S,Seattle,WA 98144,USA
08-05-2022,569000,8,2.25,2250,2,0,0,3,1980,0,7304 217th Pl NE,Redmond,WA 98053,USA
08-05-2022,246000,5,1.75,1390,1,0,0,4,1975,0,11921 SE 205th St,Kent,WA 98031,USA
08-05-2022,515000,2,1,1060,1,0,0,3,1926,2003,8230 Corliss Ave N,Seattle,WA 98103,USA
08-05-2022,207000,5,1,1490,1,0,0,4,1954,1979,12612 23rd Ave S,Seattle,WA 98168,USA
08-05-2022,780000,8,1.75,2480,1,0,0,3,1950,2005,3002 109th Ave SE,Bellevue,WA 98004,USA
08-05-2022,489990,5,2.25,2440,1.5,0,0,4,1975,0,13711 SE 251 Pl,Kent,WA 98042,USA
08-05-2022,335000,5,1.5,2240,1.5,0,0,2,1980,0,18748 SE 330th St,Auburn,WA 98092,USA
08-05-2022,295000,5,2.5,1920,2,0,0,3,1993,0,1914 S 375th St,Federal Way,WA 98003,USA
08-05-2022,385000,5,1.75,1890,1,0,0,3,1944,0,14317 22nd Ave NE,Seattle,WA 98125,USA
08-05-2022,350000,8,1.75,2250,1,0,0,4,1940,2001,468 Scenic Way,Kent,WA 98030,USA
08-05-2022,235000,2,1,1270,1,0,0,4,1923,0,4305 S Webster St,Seattle,WA 98118,USA
08-05-2022,358000,2,1.5,960,2,0,0,3,1993,0,1816 26th Ave,Seattle,WA 98122,USA
08-05-2022,716500,8,2.5,3290,2,0,0,3,2002,0,1031 272nd Pl SE,Sammamish,WA 98075,USA
08-05-2022,228000,8,1.75,2000,1,0,0,3,1965,1993,5933 S Eastwood Dr,Seattle,WA 98178,USA
08-05-2022,405000,2,1,1020,1,0,0,4,1948,0,13221 3rd Ave NW,Seattle,WA 98177,USA
08-05-2022,538000,8,1.75,1840,1,0,0,3,1967,2011,5524 161st Pl NE,Redmond,WA 98052,USA
08-05-2022,530000,5,1.75,1980,1,0,0,4,1973,0,3220 170th Ave NE,Bellevue,WA 98008,USA
08-05-2022,1750000,6,3,3510,2.5,0,0,4,1906,1990,806 15th Ave E,Seattle,WA 98112,USA
08-05-2022,636000,2,1.75,1230,1.5,0,0,5,1925,0,2561 3rd Ave W,Seattle,WA 98119,USA
08-05-2022,535000,8,2.5,2280,2,0,0,3,2004,2003,13812 196th Ave NE,Woodinville,WA 98077,USA
08-05-2022,1500000,5,1.75,2430,1,0,2,4,1952,0,9842 Vineyard Crest,Bellevue,WA 98004,USA
08-05-2022,868500,5,2.5,2920,3,0,0,3,2008,0,1012 N 42nd Pl,Renton,WA 98056,USA
08-05-2022,530000,8,2.75,2280,1.5,0,0,4,1930,0,8013 20th Ave NE,Seattle,WA 98115,USA
08-05-2022,450000,5,2,1510,1,0,0,3,1954,2005,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA
08-05-2022,230000,5,1.75,950,1,0,0,3,1939,1969,1237 S Sullivan St,Seattle,WA 98108,USA
08-05-2022,229000,5,2.5,1190,2,0,0,3,2002,0,12227 47th Ave S,Tukwila,WA 98178,USA
08-05-2022,437000,5,1.75,1310,1,0,0,4,1976,1992,17128 NE 92nd St,Redmond,WA 98052,USA
08-05-2022,1307000,5,3.25,2800,1.5,0,0,5,1932,2002,365 Halladay St,Seattle,WA 98109,USA
08-05-2022,595000,5,2.5,1750,2,0,0,4,1991,0,10621 NE 107th Pl,Kirkland,WA 98033,USA
08-05-2022,660000,5,1.75,1320,1.5,0,0,5,1918,0,2121 46th Ave SW,Seattle,WA 98116,USA
08-05-2022,347500,8,2.5,2460,2,0,0,3,1989,0,32817 10th Pl SW,Federal Way,WA 98023,USA
08-05-2022,297950,5,2,1240,1,0,0,3,1967,2010,17109 139th Pl SE,Renton,WA 98058,USA
08-05-2022,245000,5,1.5,1260,1,0,0,4,1955,2009,168 S 192nd Pl,Des Moines,WA 98148,USA
08-05-2022,543200,6,2.25,2820,1.5,0,2,5,1940,0,15451 22nd Ave SW,Burien,WA 98166,USA
08-05-2022,1250000,8,3.25,3820,2,0,1,4,1990,0,8565 E Mercer Way,Mercer Island,WA 98040,USA
08-05-2022,413450,5,2.5,1540,3,0,0,3,2008,0,9202A Interlake Ave N,Seattle,WA 98103,USA
08-05-2022,330000,2,2,1550,1.5,0,0,2,1972,0,36521 SE 94th St,Snoqualmie,WA 98065,USA
08-05-2022,424500,5,1.75,1460,1,0,0,3,1979,2014,15917 NE 109th Way,Redmond,WA 98052,USA
08-05-2022,230000,5,1,1390,1,0,0,4,1960,2001,322 9th Ave N,Algona,WA 98001,USA
08-05-2022,930000,5,3.25,2640,2,0,0,3,1912,2000,4714 Thackeray Pl NE,Seattle,WA 98105,USA
08-05-2022,349000,5,1.75,1590,1,0,0,3,1988,2000,4924 SE 2nd Pl,Renton,WA 98059,USA
08-05-2022,835000,8,2,1910,1.5,0,0,5,1941,0,744 N 83rd St,Seattle,WA 98103,USA
08-05-2022,988500,5,2.75,2015,2,1,4,3,2007,0,2973-3563 SW 172nd St,Burien,WA 98166,USA
08-05-2022,500000,5,1.75,1410,3,0,0,3,2012,1912,4010 Linden Ave N,Seattle,WA 98103,USA
08-05-2022,499000,2,1.5,1110,2,0,0,3,2005,0,1417 4th Ave W,Seattle,WA 98119,USA
08-05-2022,321950,2,1.25,860,2,0,0,3,2007,0,2113 15th Ave S,Seattle,WA 98144,USA
08-05-2022,494000,5,2.5,2310,2,0,0,3,2011,0,7630 Todd Pl,Kenmore,WA 98028,USA
08-05-2022,441750,2,1.5,1020,3,0,0,3,2008,0,743 N 71st St,Seattle,WA 98103,USA
08-05-2022,438000,2,1,980,2,0,0,3,2010,0,2050 14th Ave W,Seattle,WA 98119,USA
09-05-2022,985000,8,2.25,4230,2,0,0,3,1989,0,19505 NE 143rd St,Woodinville,WA 98077,USA
09-05-2022,352000,5,2.25,1640,1,0,0,4,1972,0,14513-14521 164th Pl SE,Renton,WA 98059,USA
09-05-2022,839900,8,3.5,3810,1,0,1,3,2013,1923,2411 Meadow Ave N,Renton,WA 98056,USA
09-05-2022,765000,8,2.75,2790,2,0,0,3,1996,0,19490 SE 57th Pl,Issaquah,WA 98027,USA
09-05-2022,460000,8,1.75,1750,1.5,0,0,5,1926,0,7021 24th Ave NW,Seattle,WA 98117,USA
09-05-2022,224500,8,1,1430,1.5,0,0,4,1983,0,31714 125th Pl SE,Auburn,WA 98092,USA
09-05-2022,254000,5,2.5,1850,2,0,0,3,2003,0,15407 SE 252nd Pl,Covington,WA 98042,USA
09-05-2022,255000,2,1,960,1,0,0,4,1984,0,29805-29821 129th Pl SW,Vashon,WA 98070,USA
09-05-2022,610000,5,3,2480,1,0,0,4,1976,1992,19707 NE 181st St,Woodinville,WA 98077,USA
09-05-2022,920000,8,3,3750,2,0,0,3,1976,0,3005 211th Ave NE,Sammamish,WA 98074,USA
09-05-2022,402500,8,2.5,2600,2,0,0,3,1988,2000,33134 3rd Ct SW,Federal Way,WA 98023,USA
09-05-2022,280950,5,1.75,1390,1,0,3,4,1912,1989,629-899 Cedar Ave S,Renton,WA 98057,USA
09-05-2022,604000,8,2.5,2260,2,0,0,3,1989,0,3809 260th Ave SE,Issaquah,WA 98029,USA
09-05-2022,565000,8,2.25,2470,2,0,0,3,1984,0,4205 NE 169th Ct,Lake Forest Park,WA 98155,USA
09-05-2022,255000,2,1,810,1,0,0,1,1928,0,12727 2nd Ave SW,Seattle,WA 98146,USA
09-05-2022,445000,8,2,1650,1,0,0,5,1959,0,2211 20th Ave S,Seattle,WA 98144,USA
09-05-2022,2400000,5,2.25,3000,1.5,1,4,3,2001,0,East Lake Sammamish Trail,Sammamish,WA 98075,USA
09-05-2022,195000,2,1,720,1,0,0,3,1950,2005,10614 57th Ave S,Seattle,WA 98178,USA
09-05-2022,275000,5,1.5,1390,1,0,0,3,1922,2013,4609-4699 Preston-Fall City Rd SE,Fall City,WA 98024,USA
09-05-2022,387000,5,2.25,1445,2,0,0,3,2003,0,206-458 Lingering Pine Dr NW,Issaquah,WA 98027,USA
09-05-2022,490000,2,1,1840,1.5,0,0,4,1910,0,6255 4th Ave NW,Seattle,WA 98107,USA
09-05-2022,505000,5,2.5,2100,2,0,2,3,1999,0,7418 Dogwood Ln SE,Snoqualmie,WA 98065,USA
09-05-2022,303500,5,1.5,1060,1,0,0,4,1973,0,14320 84th Ave NE,Kirkland,WA 98034,USA
09-05-2022,270000,5,1.5,1500,1,0,0,5,1953,0,13532 15th Pl NE,Seattle,WA 98125,USA
09-05-2022,323000,8,2.75,1970,1,0,0,3,1977,2004,17814 161st Ave SE,Renton,WA 98058,USA
09-05-2022,382000,5,3.25,1410,3,0,0,3,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,USA
09-05-2022,1370000,8,2.75,3720,1,0,4,5,1962,0,13615 Somerset Ln SE,Bellevue,WA 98006,USA
09-05-2022,280000,8,2,2190,1,0,0,4,1977,0,3331 S 368th Pl,Auburn,WA 98001,USA
09-05-2022,260000,5,2,1920,1,0,0,4,1969,0,32704 33rd Ave SW,Federal Way,WA 98023,USA
09-05-2022,201500,5,1,1160,1,0,0,4,1959,0,24345 35th Pl S,Kent,WA 98032,USA
09-05-2022,1157200,8,4.25,5860,2,0,0,4,1996,0,13905 184th Ave NE,Woodinville,WA 98072,USA
09-05-2022,536500,8,1.75,2000,1.5,0,0,5,1926,0,4127 Fauntleroy Way SW,Seattle,WA 98126,USA
09-05-2022,248000,8,3,2163,2,0,0,3,2006,0,429 Milwaukee Blvd S,Algona,WA 98001,USA
09-05-2022,532000,5,3,3480,1,0,0,4,1976,1992,23801 SE 162nd St,Issaquah,WA 98027,USA
09-05-2022,580000,8,2.5,2840,2,0,0,3,1998,2006,15217 80th Ave NE,Kenmore,WA 98028,USA
09-05-2022,463000,2,1,1150,1,0,0,4,1905,0,401 31st Ave E,Seattle,WA 98112,USA
09-05-2022,742500,8,2.75,3100,2,0,0,3,1919,1996,1614 32nd Ave,Seattle,WA 98122,USA
09-05-2022,260000,5,2.5,1420,1,0,0,4,1963,0,3319 S 262nd St,Kent,WA 98032,USA
09-05-2022,590000,8,2.25,2430,1,0,0,3,1993,0,18616 215th Way NE,Woodinville,WA 98077,USA
09-05-2022,312000,8,2.25,1930,1,0,0,3,1984,0,21423 114th Pl SE,Kent,WA 98031,USA
09-05-2022,566000,5,2.25,1660,1,0,0,4,1980,0,9828 159th Pl NE,Redmond,WA 98052,USA
09-05-2022,511555,5,2,1400,1,0,0,4,1963,0,2655 166th Ave SE,Bellevue,WA 98008,USA
09-05-2022,583000,8,2.5,2660,2,0,0,3,2001,0,9921 227th Way NE,Redmond,WA 98053,USA
09-05-2022,290000,8,2.5,2000,1,0,0,4,1968,0,3026 S Star Lake Rd,Auburn,WA 98001,USA
09-05-2022,311100,8,2.25,2130,1,0,0,4,1977,0,3502 Morris Ave S,Renton,WA 98055,USA
09-05-2022,325000,5,2.25,1352,3,0,0,3,2007,0,1211 NE 135th St,Seattle,WA 98125,USA
09-05-2022,491300,5,1.75,1750,1,0,1,4,1987,0,400-498 211th Pl NE,Sammamish,WA 98074,USA
09-05-2022,315000,5,1.75,2320,1,0,0,4,1956,0,439 SW 156th St,Burien,WA 98166,USA
09-05-2022,360000,2,1,1420,1,0,0,3,1956,2001,18730-18798 109 Ln SE,Renton,WA 98055,USA
09-05-2022,330000,8,2.5,1940,2,0,0,3,2003,0,16828 166th Pl SE,Renton,WA 98058,USA
09-05-2022,481450,5,2,1410,1,0,0,3,1940,1996,7701 16th Ave NW,Seattle,WA 98117,USA
09-05-2022,234950,5,1,1360,1,0,0,3,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,USA
09-05-2022,251000,5,1.75,1220,1,0,0,3,1962,2003,445 Meadow Dr SE,North Bend,WA 98045,USA
09-05-2022,782000,8,2.5,2830,2,0,0,3,1979,2014,11110 NE 38th Pl,Bellevue,WA 98004,USA
09-05-2022,833000,8,2.75,3780,2,0,0,3,1999,0,26621 SE 22nd Way,Sammamish,WA 98075,USA
09-05-2022,542500,8,2.5,2330,2,0,0,4,1978,2000,2084-2104 144th Ave SE,Bellevue,WA 98007,USA
09-05-2022,851000,5,2.5,3560,2,0,0,3,1987,2000,21630-21648 NE 67th St,Redmond,WA 98053,USA
09-05-2022,325000,8,1.5,1470,1,0,0,3,1976,0,29606 SE 286 St,Ravensdale,WA 98051,USA
09-05-2022,415000,8,2.25,3060,2,0,0,3,1992,0,31701-31799 SE 291st St,Ravensdale,WA 98051,USA
09-05-2022,252500,5,1,1030,1,0,0,3,1947,2012,819 NE 125th St,Seattle,WA 98125,USA
09-05-2022,465000,8,2.5,1930,1,0,0,4,1968,0,29612 2nd Ave SW,Federal Way,WA 98023,USA
09-05-2022,336900,5,1.75,1780,1,0,0,4,1979,0,33030 NE 201st St,Duvall,WA 98019,USA
09-05-2022,225000,5,2.5,2000,2,0,0,4,1992,0,21227 SE 278th Way,Maple Valley,WA 98038,USA
09-05-2022,270000,5,2,1690,1,0,0,4,1969,0,108-150 Union Ave SE,Renton,WA 98059,USA
09-05-2022,1702500,5,4.5,5190,2,0,2,3,1987,2000,8608 N Mercer Way,Mercer Island,WA 98040,USA
09-05-2022,536000,5,1.75,1300,1.5,0,0,3,1925,1992,9610 8th Ave NE,Seattle,WA 98115,USA
09-05-2022,585000,8,3.25,2400,2,0,0,4,1982,2011,15610 NE 159th St,Woodinville,WA 98072,USA
09-05-2022,445000,2,2,1150,1,0,0,3,1940,1996,1721 NE 98th St,Seattle,WA 98115,USA
09-05-2022,320000,8,2.25,2310,2,0,0,3,1980,0,11131 SE 183rd Pl,Renton,WA 98055,USA
09-05-2022,769900,8,3.5,2730,2,0,0,3,2006,0,2653 46th Ave SW,Seattle,WA 98116,USA
09-05-2022,557000,8,2.5,2840,2,0,0,3,2012,1912,19226 76th Pl NE,Kenmore,WA 98028,USA
09-05-2022,212000,2,1.5,1020,2,0,0,3,2004,2003,10312 Linden Ave N,Seattle,WA 98133,USA
09-05-2022,376000,5,2,1340,3,0,0,3,2008,0,9245-9249 Fremont Ave N,Seattle,WA 98103,USA
09-05-2022,800000,8,3.25,3540,2,0,0,3,2007,0,33001 NE 24th St,Carnation,WA 98014,USA
09-05-2022,2238888,5,6.5,7270,2,0,0,3,2010,0,7070 270th Pl SE,Issaquah,WA 98029,USA
09-05-2022,324000,5,2.25,998,2,0,0,3,2007,0,820 NW 95th St,Seattle,WA 98117,USA
10-05-2022,549900,5,2.75,3060,1,0,0,5,1979,0,10834 31st Ave SW,Seattle,WA 98146,USA
10-05-2022,320000,5,2.5,2130,2,0,0,3,2003,0,Cedar to Green River Trail,Maple Valley,WA 98038,USA
10-05-2022,875000,8,2,2520,1,0,0,3,1921,2007,6521 Fremont Ave N,Seattle,WA 98103,USA
10-05-2022,265000,8,1,1940,1,0,0,3,1962,2003,9908 S 210th Pl,Kent,WA 98031,USA
10-05-2022,394950,5,2.5,1350,3,0,0,3,2006,0,5940 California Ave SW,Seattle,WA 98136,USA
11-05-2022,842500,8,2.5,2160,2.5,0,0,4,1902,0,906 17th Ave,Seattle,WA 98122,USA
11-05-2022,368000,5,2.5,1370,2,0,0,3,2007,0,5411 Fauntleroy Way SW,Seattle,WA 98136,USA
12-05-2022,1225000,8,4.5,5420,1,0,0,3,2001,0,25005 NE Patterson Way,Redmond,WA 98053,USA
12-05-2022,885000,8,2.5,2830,2,0,0,3,1995,0,3503 NE 43rd St,Seattle,WA 98105,USA
12-05-2022,453246,5,2.5,2010,2,0,0,3,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
12-05-2022,927000,8,2.75,3300,2,0,0,3,1953,0,9155 NE 21st Pl,Clyde Hill,WA 98004,USA
12-05-2022,490000,2,2.5,1230,2,0,0,3,2004,2003,106 24th Ave E,Seattle,WA 98112,USA
12-05-2022,341000,5,1.5,1720,1.5,0,0,4,1952,0,17050 14th Avenue Northeast,Shoreline,WA 98155,USA
12-05-2022,235000,1,1,810,1,0,0,5,1941,0,9413 34th Ave SW,Seattle,WA 98126,USA
12-05-2022,1200000,5,1.75,1560,1.5,1,4,4,1928,0,3603 W Mercer Way,Mercer Island,WA 98040,USA
12-05-2022,560000,5,2,2560,1,0,0,3,1986,0,19211 SE 342nd St,Auburn,WA 98092,USA
12-05-2022,900000,8,3.25,4700,2,0,0,3,1978,0,3709 131st Ave NE,Bellevue,WA 98005,USA
